ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Attachment URL,Types,Categories,Locations,Tags,_elementor_controls_usage,_job_application_deadline_date,_job_apply_type,_job_apply_url,_job_apply_email,_job_salary,_job_max_salary,_job_salary_type,_job_featured,_job_urgent,_job_map_location,_job_custom_qualification,_job_address,_job_map_location_address,_job_map_location_latitude,_job_map_location_longitude,_job_views_count,_job_posted_by,_job_custom_salary,_job_custom_designation,_job_custom_experince,_job_expiry_date,_wp_old_slug,_job_custom_offerd-salary,_viewed_count,_views_by_date,_recently_viewed,_job_indeed_detail_url,_job_indeed_company_name,_job_layout_type,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date
,Principal Software Engineer _ Remote Working,"We are a Market leader in the water management industry and require a senior software engineer to manage, develop and innovate software platforms to assist with the business growth. Experience of utility billing systems and water supply services would be beneficial. .net, vba C# expereince in migration to Azure platfrom andSelf start person, looking to establish a fast track career path with a proven track record and someone who loves to deliver game-changing software solutions for customers. We assist the world to manage water more efficiently while helping people in developing countries gain access to fresh water and sanitation.",,,job_listing,,,,,,,,,,,,,,,,https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1064223&s=149&guid=0000017435597333ae4f57a01185940c&src=GD_JOB_AD&t=SRFJ&vt=w&uido=79B627366BAE2AD60C57E46F3AFEE461&ea=1&cs=1_219866d8&cb=1598622889343&jobListingId=3594527266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Principal Software Engineer _ Remote Working,,,,,,,,
